City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
154,Alofi,NU,78.8,broken clouds,-19.06,-169.92,Taloa Heights
156,Granadilla De Abona,ES,77.0,clear sky,28.12,-16.58,Hotel Rural Senderos De Abona
161,Prabumulih,ID,73.76,moderate rain,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
163,Muncar,ID,77.13,overcast clouds,-8.43,114.33,Zaky Homestay
166,Pemangkat,ID,79.47,overcast clouds,1.17,108.97,Kost H.Syamsuddin
169,Vila Velha,BR,73.4,broken clouds,-20.33,-40.29,Hotel Vitória Palace
174,Galveston,US,75.2,clear sky,29.37,-94.97,Comfort Inn & Suites Texas City
180,Lompoc,US,79.0,clear sky,34.64,-120.46,Holiday Inn Express Lompoc
184,Chengalpattu,IN,78.8,mist,12.7,79.98,Fairfield by Marriott Chennai Mahindra World City
188,Sao Felix Do Xingu,BR,76.32,light rain,-6.64,-51.99,Apart Hotel Rio Xingu
192,Port Antonio,JM,79.0,shower rain,18.18,-76.46,Trident Hotel
193,Itarema,BR,79.92,clear sky,-2.92,-39.92,Windvillage
202,Asyut,EG,71.6,clear sky,27.18,31.18,Florence Hotel Assiut
204,Marawi,PH,75.99,light rain,8.0,124.29,Derogongan Residence
207,Caravelas,BR,70.68,overcast clouds,-17.71,-39.25,Pousada dos Navegantes
214,Erzin,TR,70.0,light rain,36.96,36.2,Artemis Otel
220,Dargaville,NZ,72.25,overcast clouds,-35.93,173.88,Parkview Motel
223,Puerto Leguizamo,CO,74.89,light rain,-0.19,-74.78,la casona de juancho
227,Janakpur,NP,71.33,scattered clouds,26.72,85.91,Hotel Sita Palace
236,Umm Lajj,SA,77.83,clear sky,25.02,37.27,Moon light Furnished Units
238,Rio Bueno,CL,73.4,clear sky,-40.32,-72.97,Hostal Caulle
243,Comodoro Rivadavia,AR,77.0,clear sky,-45.87,-67.5,Austral Hotel
250,Dinhata,IN,72.75,few clouds,26.13,89.47,Hotel Riya
255,Pitimbu,BR,78.8,few clouds,-7.47,-34.81,Reserva do Abiaí
269,Villarrica,PY,71.74,clear sky,-25.75,-56.43,Mansión Reljuv Tours SA
273,Chikwawa,MW,75.0,scattered clouds,-16.03,34.8,Thawale Lodge
275,Pombas,CV,77.0,broken clouds,17.15,-25.02,POUSADA O RECANTO
290,Yeppoon,AU,78.8,scattered clouds,-23.13,150.73,Villa Mar Colina
291,Zaria,NG,73.42,scattered clouds,11.11,7.72,A.B.U Hotels
297,Sur,OM,70.23,clear sky,22.57,59.53,Sur Plaza Hotel
298,Shakawe,BW,76.51,broken clouds,-18.37,21.85,Ditlhapi Guest House
300,Markala,ML,78.91,few clouds,13.7,-6.07,Yaya Hôtel
302,Inhambane,MZ,71.04,few clouds,-23.86,35.38,Oceano
304,Buin,CL,73.4,clear sky,-33.73,-70.75,Paihuen
306,Port Lincoln,AU,71.1,scattered clouds,-34.73,135.87,Port Lincoln Hotel
309,Axim,GH,78.22,overcast clouds,4.87,-2.24,AXIM BEACH RESORT AND SPA
315,Kendari,ID,78.21,overcast clouds,-3.94,122.5,Hotel Wixel
318,Meulaboh,ID,75.92,overcast clouds,4.14,96.13,Kost Pria
321,Mayumba,GA,75.0,light rain,-3.43,10.66,LIKWALE LODGE
323,Patuli,IN,76.05,overcast clouds,23.55,88.25,Jalangi Agro Project
325,Bobon,PH,78.28,light rain,12.52,124.56,Binang and Cadio Resort
338,Tuy Hoa,VN,74.37,light rain,13.08,109.3,CenDeluxe Hotel Tuy Hoa
366,Aswan,EG,70.63,clear sky,24.09,32.91,Nuba Nile
377,Baghmara,IN,71.69,clear sky,23.8,86.21,BCCL Guest House Dumra
381,Payson,US,71.01,clear sky,40.04,-111.73,Quality Inn Payson I-15
386,Godda,IN,71.02,scattered clouds,24.83,87.22,HOTEL TUSH TAYA RESIDENCY
391,Cururupu,BR,76.32,scattered clouds,-1.83,-44.87,Pousada Través'cia
393,Bambanglipuro,ID,76.96,light rain,-7.95,110.28,Puri Brata
402,Tondano,ID,73.4,few clouds,1.3,124.91,Villa Bella
414,Pontes E Lacerda,BR,78.37,broken clouds,-15.23,-59.34,Hotel Bressan
417,Pemba,MZ,77.29,few clouds,-12.97,40.52,Guesthouse Samotina
424,Rawson,AR,78.98,scattered clouds,-43.3,-65.1,Hotel Punta León
425,Odweyne,SO,70.52,clear sky,9.41,45.06,Eng Hiirey House
430,Guerrero Negro,MX,78.76,few clouds,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
431,Sambava,MG,70.07,broken clouds,-14.27,50.17,Melrose
435,Piacabucu,BR,78.62,few clouds,-10.41,-36.43,Piaçabuçu News
437,Catuday,PH,79.29,light rain,16.29,119.81,GResort
438,Half Moon Bay,US,78.01,clear sky,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
440,Mercedes,AR,71.01,clear sky,-34.65,-59.43,Posada del Inti Centro
445,Poum,NC,78.84,clear sky,-20.23,164.02,Gîte kajeon
446,Batangafo,CF,72.36,overcast clouds,7.3,18.28,OCHA Office
451,Tabou,CI,77.76,scattered clouds,4.42,-7.35,hotêl doufoulougou
458,Det Udom,TH,71.6,few clouds,14.91,105.08,Chatsuda Resort
471,Pilar,BR,77.0,clear sky,-9.6,-35.96,Pousada e churrascaria Manguaba
472,Maceio,BR,77.0,clear sky,-9.67,-35.74,Mercure Maceio Pajucara Hotel
474,Viedma,AR,79.0,clear sky,-40.81,-63.0,Hotel Cristal
476,Gudivada,IN,74.08,few clouds,16.45,80.98,B.C Hostel
479,Boyolangu,ID,74.91,light rain,-8.12,111.89,Yos ega cv
484,Puerto Colombia,CO,77.0,broken clouds,10.99,-74.95,Hotel El Emigrante
485,Kilindoni,TZ,78.42,scattered clouds,-7.91,39.67,Bustani B&B
486,Coari,BR,79.16,scattered clouds,-4.08,-63.14,HOTEL ALEX FLAT
489,Nyimba,ZM,71.6,light rain,-14.56,30.81,Dali Dali Lodge
492,Samfya,ZM,74.66,broken clouds,-11.36,29.56,Chita Lodge Samfya
494,Dingle,PH,78.31,light rain,11.0,122.67,Camp Pasica
496,Namibe,AO,72.52,scattered clouds,-15.2,12.15,Hotel Chik Chik Namibe
498,Alice Springs,AU,75.2,clear sky,-23.7,133.88,Desert Palms Alice Springs
502,Coruripe,BR,78.39,scattered clouds,-10.13,-36.18,Pousada e Hotel Litoral Sul
504,Touba,CI,73.87,few clouds,8.28,-7.68,Hotel de L'Amitié Vraie
507,Bilma,NE,70.45,clear sky,18.69,12.92,Expeditions Ténére voyages
509,Broken Hill,AU,71.6,clear sky,-31.95,141.43,Daydream Motel & Cottages
511,Los Llanos De Aridane,ES,77.0,clear sky,28.66,-17.92,Valle Aridane
513,Kouroussa,GN,75.18,few clouds,10.65,-9.88,Hotel Tando Plus
516,Alta Floresta,BR,72.54,overcast clouds,-9.88,-56.09,Floresta Amazonica Hotel
522,Portmore,JM,79.0,shower rain,17.97,-76.87,Salmon Way Inn
524,Lungi,SL,76.19,few clouds,9.22,-12.68,Lungi Airport Lodge
531,Ghanzi,BW,71.83,broken clouds,-21.57,21.78,Ghanzi Farmhouse
535,Damietta,EG,73.4,few clouds,31.42,31.81,العواد لتجارة الابلكاش
545,Mitsamiouli,KM,76.96,overcast clouds,-11.38,43.28,Foyer ADM
549,Mekhe,SN,78.8,clear sky,15.11,-16.62,Hôtel Keur Mame Astou
551,Itoman,JP,71.6,few clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
568,Salima,MW,75.56,scattered clouds,-13.78,34.46,YAMIKANI LODGE
571,Moyobamba,PE,70.27,light rain,-6.05,-76.97,LA CASA DE MI SUEÑO - Garden Home Lodge
572,Takoradi,GH,78.49,overcast clouds,4.88,-1.76,Raybow International Hotel
574,George Town,MY,78.8,thunderstorm,5.41,100.34,Cititel Penang
577,Banjar,ID,79.84,broken clouds,-8.19,114.97,The Hamsa Resort
588,Naze,JP,73.4,scattered clouds,28.37,129.48,奄美ポートタワーホテル
591,Srandakan,ID,76.87,broken clouds,-7.94,110.25,Puri Brata
593,Quang Ngai,VN,72.05,light rain,15.12,108.8,Central Hotel
595,Kutum,SD,73.35,scattered clouds,14.2,24.67,Dibbo areaمنطقة دبو
596,Port-Gentil,GA,78.8,thunderstorm,-0.72,8.78,Fengshui Residence
600,Socorro,US,71.6,few clouds,31.65,-106.3,guarderia imss papalote
605,Luanda,AO,77.0,broken clouds,-8.84,13.23,EPIC SANA Luanda
610,Palu,ID,78.06,light rain,-0.89,119.87,Hotel Santika Palu
614,Wamba,NG,74.14,scattered clouds,8.93,8.6,Roma Zee Guest House Annex
619,Monrovia,LR,79.07,light rain,6.3,-10.8,Eco-Hotel Hall & Restaurant
621,Gunjur,GM,78.8,clear sky,13.2,-16.73,Kuba Lodge
622,Botro,CI,77.0,few clouds,7.85,-5.31,Motel de la Station BOTRO
625,Yarada,IN,78.8,mist,17.65,83.27,"D-26/2, Dolphin Hill,"
626,Bandarbeyla,SO,76.48,clear sky,9.49,50.81,REER XOOSHLE GROUP
634,Camapua,BR,73.63,clear sky,-19.53,-54.04,Comercial Estrela
636,Saint-Georges,GD,77.0,light rain,12.06,-61.75,Siesta Hotel
642,Wanning,CN,70.65,overcast clouds,18.8,110.4,Paradise Hotel
646,Yenagoa,NG,76.06,overcast clouds,4.92,6.26,Amba Hotels Limited
650,Puerto Carreno,CO,75.25,overcast clouds,6.19,-67.49,Casa Hotel Victoria
655,Ambilobe,MG,72.97,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
660,Mozarlandia,BR,77.68,scattered clouds,-14.74,-50.57,Hotel Santa Mônica
665,Pringsewu,ID,73.8,broken clouds,-5.36,104.97,Urban Style by Front One
